sample_id,fold,0,1,2,3,4
ERR1368917,fold_1,0.028123680060305647,0.07408738618355151,0.26945264473333863,0.6174789158450507,0.010857373177753751
ERR1368928,fold_1,0.024660396985568264,0.07754251068895901,0.2349683533837161,0.651460115168118,0.011368623773639168
ERR1368929,fold_1,0.027308378156531893,0.09313358718382267,0.3919678595225285,0.4799838874831919,0.007606287653925032
ERR1368934,fold_1,0.0232623643259544,0.07091045764514821,0.36468121631710504,0.5352674146149474,0.005878547096844456
ERR1368954,fold_1,0.01812745951484911,0.05835981570889487,0.22543820555834154,0.6884814457266862,0.009593073491228338
ERR1368956,fold_1,0.018004484852086694,0.0727438445233308,0.23909051222897176,0.6517322852587071,0.0184288731369039
ERR1368961,fold_1,0.011923554752135024,0.05984432921789808,0.27916763132047306,0.6399293213133104,0.009135163396184183
ERR1368974,fold_1,0.021142569886578456,0.08419733051327462,0.3578700369608919,0.5289109923984315,0.00787907024082337
ERR1368977,fold_1,0.020824128038186552,0.054914298455502754,0.3106513323711435,0.6047910836358625,0.008819157499304503
ERR1368985,fold_1,0.018354360193531295,0.09466000430263394,0.26246166884056193,0.6088496090070449,0.015674357656228363
ERR1368988,fold_1,0.021826047793663886,0.06690506328280779,0.27983276082455155,0.6212780094938656,0.01015811860511135
ERR1368991,fold_1,0.01795012090166632,0.06337551901407627,0.25343873880479634,0.6533967588517771,0.01183886242768447
ERR1368993,fold_1,0.014386155981040552,0.05885196872573843,0.23539434993382147,0.6806928326636476,0.010674692695752473
ERR1368994,fold_1,0.02346035684069367,0.07963362648027764,0.26921975725517633,0.6191517736985146,0.008534485725338353
ERR1369000,fold_1,0.01112318102988888,0.06852742112529867,0.25436023314134704,0.6571655133675617,0.008823651335903725
ERR1369004,fold_1,0.02552794697288799,0.0700694910553071,0.4019757217308291,0.4955248881727297,0.006901952068246389
ERR1369006,fold_1,0.011005832812377605,0.056943027679583536,0.23002013669385937,0.6929020472267824,0.009128955587397226
ERR1369042,fold_1,0.023418305599127102,0.07727365627719138,0.2654479344267889,0.6213332388071736,0.012526864889719776
ERR1369044,fold_1,0.019393274055219668,0.06947990979314687,0.21449762310206905,0.6833775439758074,0.013251649073757225
ERR1369057,fold_1,0.020859144458944257,0.06686316534012415,0.274986626182847,0.6289791917989104,0.00831187221917506
ERR1369061,fold_1,0.020392644635694866,0.05653622074365754,0.22861600602904966,0.6811983216758191,0.013256806915778872
ERR1369066,fold_1,0.012056020652590115,0.06335982047851298,0.23035297273423644,0.6737026662014227,0.020528519933237815
ERR1369073,fold_1,0.011324722073380578,0.05990653291267287,0.22362692310350293,0.6930819231002529,0.012059898810191117
ERR1369077,fold_1,0.012876704446498417,0.06247027263395266,0.2195417963598454,0.6955395560714159,0.009571670488287758
ERR1369079,fold_1,0.014794187204498668,0.06236492419957134,0.27202734738271545,0.6393293560336641,0.011484185179551213
ERR1369084,fold_1,0.023516056264799787,0.07309198753290796,0.26217530503358255,0.6299756451165428,0.01124100605216779
ERR1369095,fold_1,0.027192079723358936,0.09064284083044144,0.3931722288492715,0.4787351448774349,0.010257705719492883
ERR1369141,fold_1,0.026486787992975967,0.07330917096076607,0.28932679389627775,0.6037166685806665,0.007160578569313736
ERR1369142,fold_1,0.024505899824402138,0.06458632266222601,0.31670737524833265,0.5855391087247196,0.008661293540319581
ERR1369147,fold_1,0.018855652415020435,0.05255415448655276,0.3366957455429497,0.5833556577155745,0.00853878983990308
ERR1369152,fold_1,0.019275833177461444,0.0557555190873656,0.3267266753930739,0.588384405599767,0.009857566742332246
ERR1369154,fold_1,0.011731727753943629,0.058072577387622684,0.22347445617690534,0.697801392691447,0.008919845990081457
ERR1369165,fold_1,0.015133120089138257,0.07140494996886079,0.28636334154810694,0.6169720021396747,0.010126586254219694
ERR1369180,fold_1,0.015923802428870718,0.08355677338685735,0.4282417859553004,0.4594297749806217,0.012847863248349387
ERR1369205,fold_1,0.013609250172584866,0.06574903486412392,0.23258868663853108,0.6775978945011615,0.010455133823598766
ERR1369210,fold_1,0.02351667910431464,0.09694499696297407,0.2903473232927054,0.5756112427485484,0.013579757891457335
ERR1369234,fold_1,0.013764962261905104,0.07580279176424022,0.24158585459855975,0.6550124976839299,0.013833893691364958
ERR1369271,fold_1,0.021255718459270375,0.09647406361365253,0.46629185489057773,0.40638533710889874,0.00959302592760072
ERR1369272,fold_1,0.013398425986013072,0.07308550719178775,0.4694115813818304,0.4359612279657287,0.00814325747463944
ERR1369274,fold_1,0.01284849849387918,0.0719436349876956,0.3276446071051143,0.5766526297102123,0.010910629703098428
ERR1369309,fold_1,0.015293936438780855,0.06383750009113244,0.47179836640828393,0.43921418935174894,0.009856007710053396
ERR1369315,fold_1,0.021411618864828195,0.0731756894730963,0.46490505400910836,0.4319979712452588,0.008509666407707674
ERR1369357,fold_1,0.01347996775176178,0.06613761127320865,0.3085969972722507,0.6040961641047999,0.007689259597979537
ERR1369371,fold_1,0.020355936784236625,0.07520166761294259,0.3927748843960324,0.501056469801728,0.010611041405059978
ERR1369389,fold_1,0.011949518778493535,0.06661484781173052,0.366506799814889,0.5420109074630003,0.012917926131885884
ERR1369395,fold_1,0.013293331101116131,0.05983882093663756,0.32036346930074294,0.5964917781058583,0.010012600555645233
ERR1369397,fold_1,0.027514138259482665,0.06852153689602589,0.46808514584789507,0.428270389649452,0.007608789347143196
ERR1369430,fold_1,0.013802491683367796,0.06483318622001534,0.28344118124925666,0.6266944825442865,0.011228658303074334
ERR1369441,fold_1,0.018016734765631873,0.0750122954833612,0.39553927362616065,0.49979481351272687,0.011636882612118926
ERR1369445,fold_1,0.016134219980957543,0.08167572743762642,0.34858696498963676,0.5430291790336609,0.010573908558117897
ERR1369450,fold_1,0.02319614019603694,0.08842276064552831,0.3389326279103575,0.5328182630035728,0.016630208244503845
ERR1369466,fold_1,0.012891996287661711,0.06382167846036146,0.2427945217526936,0.6700217095325592,0.01047009396672422
ERR1369493,fold_1,0.020614240966239174,0.09153013277570396,0.3204190788708341,0.5499303568234469,0.0175061905637757
ERR1369508,fold_1,0.01993801110762528,0.08190731770854365,0.45001117995927786,0.4415052587271992,0.006638232497353861
ERR1369517,fold_1,0.021164469234594124,0.09365715993811766,0.3754669538072732,0.49951992054753225,0.010191496472483078
ERR1369528,fold_1,0.012292985466930086,0.07387870587283603,0.38338896113596455,0.521708412883378,0.008730934640891204
ERR1369554,fold_1,0.014000360126891721,0.06628634741736437,0.34837186037312323,0.5623820128580991,0.008959419224521542
ERR1369578,fold_1,0.023710448427153166,0.07828890253032667,0.3651511490124644,0.5228901643202467,0.00995933570980916
ERR1369583,fold_1,0.01631937557611166,0.06536563036319558,0.4587121519754359,0.4460592817471171,0.01354356033813951
ERR1369605,fold_1,0.012343426372733009,0.06666011411793454,0.3795334376866868,0.5341977623168189,0.007265259505826793
ERR1369609,fold_1,0.013295797671782069,0.062492950916809134,0.240157688698994,0.6748094749297257,0.009244087782689293
ERR1369610,fold_1,0.012185709664528505,0.0630680129095763,0.348176619482379,0.5658680630729838,0.01070159487053213
ERR1369611,fold_1,0.013295825854273151,0.06462844232144134,0.23464697065045753,0.6772779328642217,0.010150828309606867
ERR1369644,fold_1,0.013584418316571704,0.10392066186891996,0.3858425366404669,0.4860625882930167,0.010589794881024262
ERR1369654,fold_1,0.012083542746930704,0.07120625723784231,0.3211017824363044,0.5873141705109105,0.008294247068011884
ERR1369660,fold_1,0.014340326848182249,0.07471566711597977,0.35641318574972153,0.5458238225327942,0.008706997753322145
ERR1369669,fold_1,0.016216826042409274,0.06774523863740894,0.3557112432871835,0.5500314260178715,0.01029526601512686
ERR1369699,fold_1,0.013872873836116274,0.06592219711388644,0.23394521765675935,0.6747723620331878,0.011487349360050523
ERR1369702,fold_1,0.012492630393184191,0.08586566454804133,0.28114693784450573,0.6034278122594274,0.017066954954840848
ERR1369737,fold_1,0.02527527646268834,0.07856600277046237,0.35308226217743616,0.5288330108827317,0.014243447706680743
ERR1369743,fold_1,0.010997767482283604,0.06814283210685115,0.3178807068605755,0.58864915428971,0.014329539260579668
ERR1369757,fold_1,0.014877377962184734,0.06439970852984632,0.27586528793725296,0.6346226899963304,0.010234935574386051
ERR1369764,fold_1,0.01828875865079874,0.06116445058784637,0.2395624078291038,0.6709384641591818,0.010045918773069852
ERR1369766,fold_1,0.03151250600766299,0.11664468407719147,0.43532240065147315,0.40684152373975746,0.00967888552391446
ERR1369806,fold_1,0.013590519536947185,0.06254982932780682,0.2942717730328799,0.6149054229625952,0.014682455139771148
ERR1369818,fold_1,0.013925337608733903,0.0612237230362404,0.3255053352286396,0.5884512983074498,0.010894305818936063
ERR1369819,fold_1,0.02128979066715815,0.06692864063381655,0.5288933093584577,0.3743075772628586,0.00858068207770817
ERR1369824,fold_1,0.01806104548069796,0.07770632778396247,0.4956029322133441,0.4006328278972219,0.007996866624773422
ERR1369826,fold_1,0.015348957757591883,0.0655381818609014,0.47839830794985394,0.43350636067590187,0.00720819175575045
ERR1369860,fold_1,0.02098346456311726,0.08039976646147183,0.2686815548776139,0.61854425499171,0.011390959106087579
ERR1369880,fold_1,0.01454320989181092,0.08114849127867473,0.3941616837648865,0.5018557694583113,0.008290845606316568
ERR1369885,fold_1,0.02001759840081947,0.09940324821487857,0.5258739397002076,0.34907013741742204,0.005635076266671548
ERR1369917,fold_1,0.011569696675446021,0.07740247792249062,0.36712904445921707,0.5298303160578253,0.014068464885020665
ERR1369919,fold_1,0.021135632368762362,0.0816209244710148,0.4494928753975305,0.4389128972859859,0.008837670476705672
ERR1369959,fold_1,0.014876604876112733,0.06270998679893641,0.36030440853239754,0.5532770806059941,0.008831919186559449
ERR1369967,fold_1,0.02010907407213887,0.0693496848427553,0.45430252483222633,0.4492839802980642,0.0069547359548155115
ERR1369976,fold_1,0.029303377172432483,0.08084878075478684,0.47606171508915174,0.4035566665607105,0.010229460422918089
ERR1369999,fold_1,0.013405595665484918,0.06673157827678876,0.3077966512758747,0.6006205031508075,0.011445671631044306
ERR1370006,fold_1,0.014182947793068917,0.08494814152385881,0.36330071080668924,0.5289314866262725,0.008636713250110454
ERR1370008,fold_1,0.011248620765589907,0.06394627297586926,0.3614051320732835,0.5564312476781644,0.006968726507092572
ERR1370026,fold_1,0.011400153979125957,0.057139515457247735,0.2547888826096007,0.6658633601710059,0.010808087783020172
ERR1370048,fold_1,0.013906376679813896,0.07756694042916978,0.41121093263405567,0.4892257801112827,0.008089970145678388
ERR1370056,fold_1,0.012430988753394151,0.057224486012354414,0.34198564693473904,0.5795386600261182,0.008820218273393968
ERR1370078,fold_1,0.010951964431830611,0.07384826341097081,0.29798192467569556,0.6060594004368726,0.011158447044630582
ERR1370082,fold_1,0.030638774994608008,0.08330472409938065,0.29462640223261555,0.5709813030864105,0.020448795586985466
ERR1370094,fold_1,0.019497805726967115,0.08459753913438298,0.37909958217658457,0.505642770801133,0.01116230216093273
ERR1370106,fold_1,0.018560043858215868,0.08747222816261399,0.36801534855620094,0.5178454666305025,0.008106912792466463
ERR1370116,fold_1,0.02454596938591547,0.07375027421123517,0.4862971180428491,0.40624919707357715,0.00915744128642266
