	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
194896	-3.5458339471633686	-1.2372513363644824	0.6134654976794419	-0.002838710371783067	-0.004782424481538354	-0.008549003735291619	0.057776209742928505	-0.045227144742489234	-0.03242094716061144	-0.028924109926162768	0.19569562044206099	-0.052520244455107376	-0.018719293274576197	0.009396119668373705	-0.006999547198912426	-0.0029666301373886587	0.0007437429110042517	0.003967179755748534	-0.00535009303742982	0.0034574809193207764	0.008133325616006633	0.023383448695185327	-0.020593080410612547	-0.002639396256647451	0.0042111666521566496	-0.08626585433714931	-0.21690742611083455	-0.013695245758236467	-0.008223477625810436	0.050511956603272026	-0.004383924534390211	-0.0004024908184083334
4422039	-3.662086359727782	-1.257008150884656	0.5841225117036677	-0.08870795505124095	-0.07004460892239851	-0.023349011067097122	0.051001603909831196	-0.04936549015936077	-0.039547348156545425	-0.037377356673322225	0.1907478428815853	-0.050633101901733334	-0.013864599854290453	0.006298913068192994	-0.004111281530116854	0.0009668728339641668	-1.7748288395322153e-05	0.0007295180654418381	-0.00047606135861563844	0.0007345294413502483	0.01315465250795141	0.027349984449457687	-0.016876138790670278	-0.0019028760076300764	0.0014846259779814647	-0.08389827661906547	-0.21440874472111962	-0.015850627279773228	-0.006445271091164036	0.04911945531575836	-0.003813498052220159	-0.0006945515038283969
113909	-3.2657234165403137	-1.1914731607919509	0.6866128325495224	0.20633732461877463	0.15423236495964185	0.027494657778418936	0.07468161164096049	-0.03555793183654085	-0.01534217481195082	-0.008582935353123189	0.2107765615598157	-0.05794474507258759	-0.03095704270963073	0.01716987683721631	-0.014226836133700533	-0.012712569414806436	0.0026432730995967625	0.01208963499002847	-0.01757980445806239	0.010318210673716046	-0.00409294913503343	0.014393404015863361	-0.030735620497431913	-0.0045926968994151815	0.011213850216121082	-0.09643685785734343	-0.234063658584325	-0.008944593573303902	-0.013202066308053552	0.05771757137017145	-0.006239530243645555	0.0003286866491507105
147981	-2.993010016529863	-1.1518927580195104	0.7644983946335177	0.41617596769873305	0.313841081009421	0.06362051608434258	0.09271196419402516	-0.026967958441786965	0.0010172866202098432	0.011119447436347345	0.2338843824444291	-0.0655625910423222	-0.04427923770423493	0.02554406879645153	-0.02195333613649046	-0.02287226356330269	0.004652758695267139	0.020790331977828688	-0.030677471631431436	0.01773217717798377	-0.01618952868840667	0.007237326116977406	-0.0435904622398212	-0.0069370766058933315	0.01907474648952204	-0.11782590452217245	-0.279511740727799	-0.0055559134618545164	-0.01975483458424504	0.0744990513559233	-0.00922681370724331	0.0010861467024356223
149614	-3.011236862749943	-1.1549891548372149	0.7598957289931634	0.4027105649053498	0.30360667488178733	0.06129936984545514	0.09164849180097914	-0.02761618586996815	-0.0001003513513728945	0.009793262132457273	0.2330942800437488	-0.06526260290658553	-0.04351437608614042	0.025056152819006774	-0.021498330137126837	-0.022252629419301853	0.004532568110620884	0.02027858248087682	-0.02990672619877939	0.017301137243245796	-0.015396269665527512	0.007858198427252772	-0.04299290982365727	-0.00681915558961815	0.018640288184898577	-0.11740557265736448	-0.2790000192974983	-0.005892290570485543	-0.01946528569124666	0.07422741021658812	-0.009129028612417767	0.0010391482112484713
195105	-3.1275558385312094	-1.1732395599304148	0.7285035313297882	0.31490283172222017	0.2368404055600683	0.04617276541436697	0.0843863371821408	-0.031505366355789065	-0.007153548779134349	0.0013583066116101277	0.22551549079815852	-0.06264451143205753	-0.03820794237918927	0.02169881009947171	-0.018385840845005837	-0.018094474747575383	0.0037169584007097725	0.016772453562803144	-0.02462691236062826	0.014327845376122882	-0.010268721441280477	0.011351004978376319	-0.0382856801338533	-0.005933545606537649	0.015552423056635121	-0.11130586952930889	-0.2671936058687613	-0.007676819542542311	-0.017107290651648087	0.06960756438090744	-0.008155178610762787	0.0007244147540739508
177061	-3.5214131622122413	-1.239282824542069	0.62789281368586	0.022867485841313685	0.014866293202941182	-0.004159434911920891	0.06114115611214191	-0.04537256302371491	-0.031253765785517786	-0.027273107218331608	0.20707971905709585	-0.055785375331992446	-0.02146423730571511	0.011033592417073837	-0.008450857742221457	-0.004612023229900086	0.0010984825605674987	0.005610063034974387	-0.007818764955534211	0.004919613333770167	0.006853642952410813	0.024491213091528238	-0.024972815961417108	-0.0033281359817410767	0.00604015975473375	-0.1006045773078924	-0.25205751628279094	-0.014737840354388645	-0.010640500059990008	0.062456247546155585	-0.0059038748021139915	-0.0002885748340155046
313593	-3.53929953555147	-1.228569392192057	0.6049916026810597	-0.0073858738926704404	-0.008378473552067988	-0.009284498644724032	0.0557620035789408	-0.04372564021945511	-0.031599769926475826	-0.028281759961441635	0.18296119326127086	-0.049017784494746724	-0.016819555874141502	0.008326255183060528	-0.006096053558250216	-0.002150827593200174	0.0005378116611000638	0.0029135636258411416	-0.003765794408862202	0.002462109392179228	0.008137144347981568	0.020603386147476244	-0.016071645605657773	-0.001978653936922795	0.0027141856430002815	-0.06796429692924917	-0.1708351699097689	-0.01157059470031393	-0.0055766841258232565	0.03457695257081974	-0.002466387352070225	-0.00045757053058535064
179472	-3.461940350768634	-1.2154191159509107	0.6245127699984763	0.04975156224792571	0.035046393463809326	0.0005630734417607946	0.06026730608735774	-0.04096931282856572	-0.02685664263219502	-0.022656315669162087	0.18621677543544413	-0.0502632390970732	-0.02004271367039866	0.010382832218936416	-0.008014008781388117	-0.004763598149131468	0.0010431873470822704	0.00506081494841154	-0.006997785385846425	0.004266763998660361	0.00480122457269592	0.017950738636548846	-0.018511220322236684	-0.002463531356343752	0.004515359781953315	-0.06939966590664244	-0.1721432128162636	-0.010123350040076166	-0.006734832834408535	0.03534277985926429	-0.002823366914572573	-0.0002646712949751664
125624	-3.7740478244642026	-1.2666802024186623	0.5433671276678894	-0.18298397105988914	-0.14185573416263275	-0.039528742853606184	0.04155288293621718	-0.051811988763122825	-0.04589309824863324	-0.045300465809243816	0.17046002219466205	-0.04451426639954621	-0.006632650002294845	0.001857952108684316	-8.57802883425602e-05	0.005942437172141042	-0.0010318593096125454	-0.0037748155456081406	0.006290930865836201	-0.003164886351417456	0.018185470434852715	0.028157040390561845	-0.008042906808853138	-0.00042027463458766296	-0.002928461053969473	-0.06109860869647968	-0.16054960809999413	-0.015608326707067448	-0.0017803212821916271	0.030573698985532787	-0.001234557051222413	-0.00102834748985933
